Date,Open,High,Low,Close,Volume,Stoch_%K,Stoch_%D,Williams_%R,A/D Oscillator,Momentum,Disparity Index 7,ROC,positive,negative,neutral,Open_BTC,High_BTC,Low_BTC,Close_BTC,Volume_BTC,Open_ETH,High_ETH,Low_ETH,Close_ETH,Volume_ETH,Open_BNB,High_BNB,Low_BNB,Close_BNB,Volume_BNB,Open_SOL,High_SOL,Low_SOL,Close_SOL,Volume_SOL,Open_STETH,High_STETH,Low_STETH,Close_STETH,Volume_STETH
2021-01-17,1.000227,1.000723,0.999212,1.000414,91132972168,70.19774011299292,67.34390844560234,-29.80225988700708,-656352523586.9905,0.0013994402239062,100.03516923803032,-0.1784071474613024,0,0,0,36163.648438,36722.351563,34069.320313,35791.277344,52359854336,1233.453369,1265.644653,1174.38855,1230.172241,29258032819,43.156139,46.654545,41.091473,45.684612,664875513,3.43487,3.965372,3.319746,3.818139,85407766,1223.403442,1247.243408,1159.2323,1197.762329,15937
2021-01-18,1.000412,1.001132,0.999841,1.000804,81024209658,74.43502824858732,70.81703607127245,-25.56497175141269,-616499407295.0881,0.075896584653686,100.07106479924089,-0.0722895415804597,1,0,0,35792.238281,37299.285156,34883.84375,36630.074219,49511702429,1230.313232,1259.450073,1187.311035,1257.279541,25817455560,45.767532,46.803802,44.156464,45.353172,586905636,3.822131,4.14792,3.655761,3.795515,70601713,1198.09314,1226.785522,1165.227905,1226.341919,95182
2021-01-19,1.000769,1.002276,1.000092,1.000436,103734629698,70.43676662320792,71.68984499492939,-29.563233376792088,-687555728736.5632,-0.2503621826477301,100.0339538687341,0.0035985605757843,2,0,0,36642.234375,37755.890625,36069.804688,36069.804688,57244195486,1257.43457,1432.300049,1254.522949,1377.295898,47195935190,45.33564,47.098103,41.94389,42.785534,750638729,3.792043,4.031449,3.609023,3.641866,44547768,1224.853638,1415.546875,1222.378784,1358.80957,26024
2021-01-20,1.000413,1.000855,0.998861,1.000686,115893865966,73.15297696653536,72.67492394611021,-26.84702303346463,-591306861113.8566,0.0462896774019273,100.04939051702073,0.0640971156297858,1,0,0,36050.113281,36378.328125,33570.476563,35547.75,66834573161,1375.248413,1405.744141,1243.299927,1382.274048,46784030909,42.662949,42.754562,40.306404,42.606899,684094133,3.635575,3.737003,3.344084,3.723578,46698656,1354.383057,1379.204956,1228.925781,1342.860352,8876
2021-01-21,1.000697,1.000819,0.998144,0.999696,125636003892,62.39678400695339,68.66217586556557,-37.60321599304661,-571158133760.7029,-0.0890477289830733,99.93996066309478,-0.3241447454352028,0,0,0,35549.398438,35552.679688,30250.75,30825.699219,75643067688,1382.684448,1382.684448,1098.476196,1121.570923,45932464754,42.606026,42.635189,38.44939,38.64584,621983627,3.72167,3.734326,2.982696,2.990536,43834765,1342.215088,1342.215088,1092.508423,1118.633667,12499
2021-01-22,0.999754,1.001611,0.99926,1.00135,121548669235,80.36723163841705,71.97233087063528,-19.632768361582944,-476597301761.2139,0.0935612656360314,100.08379998746356,0.1126748735031965,0,0,0,30817.625,33811.851563,28953.373047,33005.761719,77207272511,1118.889038,1271.687622,1046.596558,1236.512207,43918338506,38.635311,41.409695,36.953415,40.857571,561072899,2.98992,3.497146,2.540986,3.346229,63361382,1115.111694,1311.234497,1040.855591,1222.07251,17611
2021-01-23,1.001362,1.001907,1.00048,1.000555,80722167203,73.57628440878302,72.1134333513845,-26.42371559121697,-548834307730.5369,0.0537990854155628,99.99920045014656,-0.0031981227019549,0,0,0,32985.757813,33360.976563,31493.160156,32067.642578,48354737975,1235.267944,1272.151123,1200.893311,1230.990601,27253895441,40.865093,41.850292,39.586529,40.815479,468609053,3.341035,3.597302,3.315762,3.504112,27904470,1222.151001,1267.663818,1197.516724,1230.167725,13234
2021-01-24,1.000555,1.003127,1.000276,1.001417,84413124756,81.36036625245174,78.43462743321727,-18.639633747548253,-565681402780.051,0.245554394352553,100.07102126726495,0.1002584929839133,0,0,0,32064.376953,32944.007813,31106.685547,32289.378906,48643830599,1231.210571,1395.111328,1225.274048,1391.609375,36418163554,40.862473,42.191525,40.504063,41.881607,450486066,3.50711,3.793049,3.489494,3.634411,32747555,1230.349121,1343.751587,1226.185059,1341.546021,8732
2021-01-25,1.001454,1.00207,0.999651,0.999971,101158851200,36.66465984346773,63.867103501567506,-63.33534015653227,-640076440516.6289,0.0126019533027689,99.93840760090752,-0.0045999218013173,0,0,0,32285.798828,34802.742188,32087.787109,32366.392578,59897054838,1390.639893,1467.784912,1304.973999,1324.414795,43565777745,41.876053,43.353527,40.633656,41.623703,507172505,3.634645,3.974357,3.45131,3.699981,80055958,1341.330322,1483.993896,1308.195679,1330.399658,2899
2021-01-26,0.999953,1.001826,0.999916,1.001081,101647526020,58.94039735099412,58.98847448230455,-41.05960264900588,-617724628512.2273,0.0885827263683746,100.0401298774718,0.2119195486524185,1,1,0,32358.613281,32794.550781,31030.265625,32569.849609,60255421470,1323.741699,1376.085083,1253.340332,1357.058105,41572917750,41.655128,42.477215,40.007832,41.694736,546536514,3.698959,4.096916,3.682632,4.04735,78823456,1330.366089,1381.410889,1251.651733,1351.959961,57576
2021-01-27,1.001102,1.002204,1.000407,1.001764,105901637306,72.64699979931801,56.08401899792663,-27.353000200681993,-563683559280.3934,0.134944133128903,100.09297965095946,0.1919297491111237,1,0,0,32564.029297,32564.029297,29367.138672,30432.546875,62576762015,1358.333374,1368.074097,1215.311279,1253.187134,39394416990,41.756172,42.047836,39.730801,40.994877,519618043,4.04863,4.04863,3.531602,3.690587,35195110,1354.597412,1365.593994,1215.301758,1253.264038,717095
2021-01-28,1.001774,1.002336,1.000765,1.001543,104090387181,68.21192052980118,66.59977256003778,-31.788079470198824,-564677420392.8562,0.0738406321317705,100.04452257458637,0.1347737191247833,0,0,0,30441.041016,33858.3125,30023.207031,33466.097656,76517157706,1251.279785,1356.288696,1226.17395,1332.492188,34637234789,40.98642,43.076508,40.507519,42.529106,533847527,3.68637,3.943491,3.609881,3.822072,31410527,1253.187134,1356.335449,1226.17395,1333.482666,142652
2021-01-29,1.001297,1.003223,1.000008,1.000486,183670639698,46.11143925969641,62.32345319627186,-53.88856074030359,-693732467073.3502,0.0049978209500541,99.95126174980736,0.0071970204335477,0,1,0,34318.671875,38406.261719,32064.814453,34316.386719,117894572511,1369.086792,1428.981201,1292.240112,1382.522827,53611955259,42.386181,44.009453,41.907001,42.852348,651771603,3.861581,3.892602,3.639386,3.834676,44053151,1369.278809,1426.264893,1292.479004,1363.721436,288
2021-01-30,1.000483,1.001333,0.999911,1.001243,115648742489,61.01594802126615,58.446435936921254,-38.98405197873385,-592722805912.059,0.055661815994242,100.017067415578,0.0438647327548729,1,0,0,34295.933594,34834.707031,32940.1875,34269.523438,65141828798,1382.231934,1402.39978,1328.529053,1376.115479,30616574234,42.853512,44.988255,42.680065,44.772278,533768579,3.837682,4.311976,3.774104,4.224276,53378198,1363.714355,1380.432983,1266.478027,1336.990112,2892
2021-01-31,1.00122,1.001312,1.000262,1.000808,101327508212,52.45126993502496,53.19288573866252,-47.54873006497504,-588669705583.591,0.1112338150797733,99.98230314821282,0.037183787868471,0,0,0,34270.878906,34288.332031,32270.175781,33114.359375,52754542671,1376.823608,1378.916016,1288.501587,1314.986206,25198853581,44.798698,45.70771,43.429073,44.275993,512545443,4.237314,4.78701,4.170498,4.264144,78376267,1337.26416,1398.358032,1274.953003,1326.362915,19256
2021-02-01,1.000838,1.001162,0.999698,1.000645,117812471778,49.24197676708019,54.23639824112377,-50.75802323291981,-554066315648.8046,-0.0704049533130229,99.95640428850514,-0.0040971893281166,2,0,0,33114.578125,34638.214844,32384.228516,33537.175781,61400400660,1314.855225,1373.845825,1274.357788,1369.040527,29210670920,44.309074,52.138683,43.524193,51.607697,1256933735,4.261251,4.611602,4.118255,4.611602,39361629,1326.363892,1373.233154,1262.876709,1371.200562,303434
2021-02-02,1.000645,1.001785,1.000367,1.001427,112355343051,64.63870840716818,55.44398503642444,-35.361291592831826,-498443289681.36505,0.0871516308448794,100.02958083401684,0.173152638402078,2,0,0,33533.199219,35896.882813,33489.21875,35510.289063,63088585433,1369.505127,1542.990967,1362.77124,1515.193726,45437142801,51.551884,52.911865,49.387074,51.056404,1006694242,4.613741,5.403642,4.480119,5.267508,98755962,1368.204468,1543.511719,1363.770386,1515.109497,1641086
2021-02-03,1.001389,1.002326,1.000786,1.001013,106216534834,56.48749753888424,56.78939423771087,-43.51250246111576,-573346638272.1001,-0.0403428342039401,99.99894393809764,-0.0336545663354503,1,0,0,35510.820313,37480.1875,35443.984375,37472.089844,61166818159,1514.769653,1660.909546,1510.010254,1660.909546,41874566399,51.050102,52.677433,49.955585,52.242638,714000888,5.246592,5.780781,5.072738,5.71599,49386327,1516.787842,1657.398682,1510.873047,1657.398682,231308
2021-02-04,1.000989,1.001532,1.000509,1.000804,130071476669,38.960383547817656,53.36219649795671,-61.039616452182344,-628401329765.4469,0.0833024157700546,99.98861045560176,0.0248861881655624,2,0,0,37475.105469,38592.175781,36317.5,36926.066406,68838074392,1661.170166,1689.186646,1561.853516,1594.762695,44396871836,52.24221,57.070911,51.602642,55.925125,940905214,5.731748,6.531011,5.603236,6.426065,108249482,1657.637939,1685.834839,1558.856567,1594.272583,180439
2021-02-05,1.000788,1.001574,0.999962,1.000131,116242339499,13.437849944013,36.295243676904974,-86.562150055987,-720270275498.5144,-0.0948974158934198,99.92643523024532,-0.128418031649143,0,0,0,36931.546875,38225.90625,36658.761719,38144.308594,58598066402,1594.793335,1756.510986,1594.793335,1718.650879,40108628454,56.010803,68.463959,56.010803,67.845566,1431595319,6.43537,7.127117,6.426447,6.68172,92892157,1594.185913,1759.033569,1594.185913,1719.55896,170494
2021-02-06,1.000127,1.002163,1.000068,1.001129,121039422025,41.37737961926011,31.25853770369693,-58.62262038073989,-718710340226.5931,-0.0633881832447725,100.02777636231568,0.1158033582973787,0,0,0,38138.386719,40846.546875,38138.386719,39266.011719,71326033653,1717.797485,1738.314453,1649.068726,1677.846802,39873420648,67.854637,75.401878,62.208126,72.733597,2114553792,6.687301,6.799131,5.713828,6.110807,102365494,1720.281494,1738.867188,1636.273438,1677.891357,1176535
2021-02-07,1.001124,1.001482,1.000308,1.001211,130348566847,43.67301231803215,32.8294139604351,-56.32698768196785,-648539731838.75,-0.0331488513224094,100.03021540428982,0.0129859621748852,0,0,0,39250.191406,39621.835938,37446.152344,38903.441406,65500641143,1677.605713,1690.036621,1501.750244,1614.227783,39889440151,72.868217,74.612549,64.497894,68.590523,1493688265,6.117645,6.871514,5.768592,6.700463,105451103,1677.703979,1689.664307,1502.441528,1614.651245,131391
2021-02-08,1.001241,1.003143,1.000291,1.001044,156718232410,38.18439716312253,41.07826303347161,-61.81560283687747,-722502824694.2363,0.0557728943733404,100.00783529160915,-0.071873215647603,0,0,0,38886.828125,46203.929688,38076.324219,46196.464844,101467222687,1613.642212,1770.59082,1571.579956,1746.616821,48012285956,68.525558,79.831543,67.859238,79.831543,2133574291,6.702447,8.055933,6.488928,7.88325,155254261,1614.849121,1765.30835,1572.123535,1747.388184,229327
2021-02-09,1.001082,1.002882,1.000438,1.001232,155577364901,43.51773049645175,41.79171332586882,-56.48226950354825,-776993096525.3654,-0.0010986343974644,100.02940100168928,-0.0310520866303465,0,0,1,46184.992188,48003.722656,45166.960938,46481.105469,91809846886,1746.926147,1815.963623,1711.620605,1768.035034,44180727529,79.807022,115.131844,78.446327,107.899277,4425849540,7.869795,8.467784,7.570215,7.816793,121037873,1747.0896,1814.219116,1720.16272,1762.414185,668181
2021-02-10,1.001268,1.001703,1.000323,1.000722,167294523848,29.049645390068477,36.91725768321427,-70.95035460993152,-847547743539.562,-0.0085930568101004,99.98260130600106,0.0235885359715081,0,0,1,46469.761719,47145.566406,43881.152344,44918.183594,87301089896,1768.039795,1826.696777,1686.542358,1744.243408,41916084617,107.708557,148.074768,107.708557,129.737152,7000323240,7.818552,9.072604,7.613847,9.072214,120679902,1762.941162,1819.71814,1672.862549,1711.096558,503252
2021-02-11,1.000701,1.001316,1.00024,1.000367,144658901916,18.978723404256183,30.51536643025882,-81.02127659574381,-958058540356.4376,-0.0277820805580401,99.953367449652,-0.0874912483782756,0,1,0,44898.710938,48463.46875,44187.761719,47909.332031,81388911810,1743.714233,1806.539063,1708.679199,1783.797974,36021495262,129.305237,131.53569,119.09626,124.434258,2809765027,9.080357,9.707004,8.761316,9.215352,53600048,1711.089478,1790.525146,1690.513794,1781.585693,393422
2021-02-12,1.000467,1.001843,1.00015,1.001692,147107216422,57.88098693759354,35.30311857730607,-42.11901306240646,-837192540331.0406,0.0264622383858194,100.06346151074356,0.0883286304665937,2,0,0,47877.035156,48745.734375,46424.976563,47504.851563,76555041196,1783.489136,1861.356934,1744.168945,1843.532593,37905036865,124.159431,140.243164,121.727066,136.948395,2981627650,9.21479,9.924452,9.079012,9.247012,91484664,1781.827515,1847.514282,1722.891846,1834.777588,1304647
2021-02-13,1.001702,1.002065,0.99994,1.000828,153120142052,32.801161103050845,36.55362381496687,-67.19883889694916,-862340271896.2827,-0.018481278464903,99.98144737848604,0.0182882041083545,0,0,1,47491.203125,48047.746094,46392.28125,47105.515625,70250456155,1843.986816,1871.603516,1770.612061,1814.109863,35359490535,136.927994,138.470535,125.7286,133.452682,2116751635,9.236033,9.499039,8.683009,8.732455,91417968,1834.315918,1855.601929,1763.125122,1812.814331,684740
2021-02-14,1.000803,1.001228,1.000118,1.000746,138353850761,30.42089985486102,40.367682631835144,-69.57910014513898,-844142378012.4327,-0.0057953405462121,99.9798904780343,-0.0680029597764144,3,2,0,47114.507813,49487.640625,47114.507813,48717.289063,71248675228,1814.372314,1848.154053,1789.914185,1805.084106,31439114900,133.47377,138.75676,128.73172,136.426514,2312597445,8.742989,9.2203,8.559715,8.738896,93500423,1812.673706,1844.338135,1789.699463,1806.043213,4674487
2021-02-15,1.000787,1.000993,0.999694,1.00025,162693579145,16.120614670922706,26.447558542944865,-83.8793853290773,-867563239675.3162,0.0118984413041871,99.9416629304964,-0.0762227863174451,2,0,0,48696.535156,48875.570313,46347.476563,47945.058594,77069903166,1804.676758,1833.830566,1683.906616,1779.791016,38955610883,136.276779,139.219757,119.734985,129.567886,2414986848,8.724266,9.310638,7.840471,8.861739,109854635,1805.006836,1833.630859,1683.917114,1730.630493,366716
2021-02-16,1.000263,1.000596,0.999411,1.000403,141032763591,26.58092175776856,24.374145427850777,-73.41907824223144,-772470262367.9933,-0.0725181270345784,99.96877947890997,-0.0400677855004671,1,0,0,47944.457031,50341.101563,47201.304688,49199.871094,77049582886,1778.945557,1824.518677,1729.641968,1781.067505,34269369268,129.739792,133.280609,126.796638,130.056656,1925775294,8.860748,8.980368,7.983557,8.297867,71625205,1743.820923,1839.359009,1704.655518,1776.184814,698271
2021-02-17,1.000341,1.001272,0.999803,1.00037,139150324868,25.696677384779516,22.79940460449027,-74.30332261522048,-804202977705.4869,-0.0839982780852479,99.97050533245316,0.0238968695100819,1,1,0,49207.277344,52533.914063,49072.378906,52149.007813,80820545404,1781.350098,1853.667603,1736.705811,1848.458252,35955412703,130.080139,175.11615,127.092117,164.670105,5236224271,8.298689,8.433298,7.544399,8.222577,89948578,1776.186279,1834.355713,1731.011108,1827.822876,515172
2021-02-18,1.000362,1.000788,0.999531,1.000019,94966568287,16.29153269024563,22.856377277597915,-83.70846730975437,-825432576503.1348,-0.1023931016019329,99.94039382619953,-0.1108748223255888,4,0,1,52140.972656,52474.105469,51015.765625,51679.796875,52054723579,1848.206299,1949.903442,1848.206299,1937.449219,28255902969,165.018829,199.455627,163.274887,195.932632,6110987389,8.232871,9.279175,8.232871,8.980452,77306770,1828.04248,1946.083618,1812.009521,1932.122559,324347
2021-02-19,1.000045,1.000698,0.999191,1.000201,113649609569,25.55668016194039,22.51496341232185,-74.44331983805961,-786744952276.9529,-0.1029731370950992,99.97986524565756,-0.100877836939484,6,0,0,51675.980469,56113.652344,50937.277344,55888.132813,63495496918,1938.859863,1969.546997,1896.684448,1960.164795,26268814253,195.987854,342.879608,195.385742,332.616028,17982945189,8.97997,11.680577,8.556981,11.465653,261175711,1931.286743,1959.198364,1890.403198,1950.086182,3392486
2021-02-20,1.000228,1.000535,0.999496,1.000068,137486320908,22.19129554655719,21.34650279958108,-77.80870445344281,-772850762002.3339,-0.0653528152673702,99.977420920738,-0.0974982118668198,3,0,0,55887.335938,57505.226563,54626.558594,56099.519531,68145460026,1959.902954,2036.286499,1830.531494,1919.534058,34696091102,332.918457,334.455048,227.913757,255.953735,9680520706,11.478087,11.786737,9.815854,10.002664,140264810,1950.087402,2030.55835,1826.482544,1913.767456,637944
2021-02-21,1.00008,1.000825,0.999766,1.000332,102446076715,28.871457489878352,25.53981106612532,-71.12854251012165,-765788851142.8605,-0.0034987159712392,100.0097262885297,-0.0898892564360608,1,0,0,56068.566406,58330.570313,55672.609375,57539.945313,51897585191,1918.673096,1974.259644,1890.368164,1935.601074,23626547717,254.539276,307.588104,250.540817,293.923584,8505963719,9.98755,11.640289,9.887047,11.085513,137742366,1913.938843,1959.896606,1885.109741,1925.008301,281135
2021-02-22,1.000312,1.000473,0.998978,1.000111,169690403440,29.021516393440937,26.6947564766255,-70.97848360655907,-678276275188.1836,-0.1578329466542664,99.98961651667985,-0.0610559176274646,0,0,0,57532.738281,57533.390625,48967.566406,54207.320313,92052420332,1935.557861,1936.453735,1580.626587,1781.99292,42409646036,294.612366,295.478577,223.019363,267.509796,7885768925,11.073036,14.545641,9.255904,14.454785,574136241,1924.503296,1925.11792,1564.337402,1766.501953,795418
2021-02-23,1.000168,1.000542,0.997413,1.000032,195964923867,56.29836629406801,38.06378005912911,-43.70163370593199,-546192534556.83105,-0.0795341457273396,99.98701638720476,-0.0334877100104235,1,1,0,54204.929688,54204.929688,45290.589844,48824.425781,106102492824,1781.409058,1781.409058,1378.840942,1570.203979,52029864713,267.36441,268.536835,190.41246,230.994247,8280752930,14.421626,15.743371,11.599894,15.201538,485252846,1767.202515,1767.202515,1364.944214,1552.861816,112079
2021-02-24,0.999995,1.000882,0.999538,1.000757,129007383618,71.88306104900924,52.400981245506074,-28.11693895099075,-441182060093.9941,0.0010991800117095,100.0539739942184,-0.0933420652256512,2,1,0,48835.085938,51290.136719,47213.5,49705.332031,63695521388,1571.47644,1710.983765,1511.018921,1626.575684,31329000537,231.121597,280.088196,214.524719,254.359131,7154121651,15.213842,18.146622,14.861799,17.302708,375439707,1553.317871,1692.829468,1501.160278,1607.367065,369209
2021-02-25,1.000746,1.001207,0.999795,1.000149,105464333625,58.81341358555389,62.33161364287705,-41.18658641444611,-493764843997.6808,-0.010097475631105,99.99133061492648,-0.0678438253126507,0,0,1,49709.082031,51948.96875,47093.851563,47093.851563,54506565949,1625.393921,1670.224121,1465.05896,1475.703735,24481681873,254.467606,264.705139,233.885956,233.885956,4059853073,17.230183,17.695444,13.795913,13.816014,364505276,1608.065063,1652.6521,1452.043823,1462.032959,32905
2021-02-26,1.000075,1.000379,0.998726,0.999994,124624106848,55.48151332760235,62.05932932072184,-44.51848667239765,-427193103920.9634,-0.0408835239398404,99.97879008655786,-0.0751439426187927,0,0,0,47180.464844,48370.785156,44454.84375,46339.761719,350967941479,1478.65332,1559.028931,1407.979248,1446.033691,31435997881,235.270294,238.755005,210.31076,221.680435,4167145958,13.865891,15.483705,13.120141,13.587941,289687328,1461.651245,1538.551758,1401.781982,1443.366821,130387
2021-02-27,0.99996,1.001311,0.999374,1.001178,94710037977,96.58799384299236,70.2943069187162,-3.4120061570076565,-345489194029.6172,0.0807701150574207,100.08129892055084,0.0927768057985321,1,1,0,46344.773438,48253.269531,45269.027344,46188.453125,45910946382,1446.929443,1524.932373,1433.786987,1459.973145,20742103233,221.980911,237.179428,220.099396,225.249435,2755271254,13.601574,14.612065,13.057273,13.201168,247640940,1443.333374,1505.584351,1397.042969,1423.687866,198672
2021-02-28,1.001221,1.002484,1.000833,1.002115,106489914975,92.72332873200855,81.59761196753443,-7.276671267991447,-286600464549.18024,0.2095960176756739,100.1494645602381,0.1711310341932359,0,0,1,46194.015625,46716.429688,43241.617188,45137.769531,53443887451,1459.860474,1468.391479,1300.472168,1416.04895,27637026080,225.445938,228.17305,195.852676,209.574402,3129699003,13.207767,13.779016,11.489983,13.089247,300493226,1423.755615,1429.569458,1277.688232,1386.970093,67312
2021-03-01,1.002087,1.002332,1.000409,1.000409,96252860017,59.081049102743975,82.79745722591497,-40.918950897256025,-382853324566.18024,0.0207958200401927,99.97471673751976,0.0038985575337247,1,0,0,45159.503906,49784.015625,45115.09375,49631.242188,53891300112,1417.151123,1567.69458,1416.416138,1564.707642,24032838645,209.951309,259.491058,209.951309,254.629929,5008256561,13.108435,15.516057,13.057385,14.955588,306451693,1387.005981,1533.613281,1378.066895,1531.631958,453657
